ck3_county,eu5_locations
"c_churuk","sam"
"c_chuya","chuya"
"c_chuzhou","laian|qingliu_chuzhou|quanjiao|zhaoxin|lishui|longquan|songyang|qingtian|jinyun"
"c_chuzhou_1","shanyang|yancheng|baoying|xuyi"
"c_chuzhou_2","qingliu|quanjiao"
"c_cieszyn","bielsko"
"c_cilicia","tarsus|candir_cil|corycus|molevon|adana|ayas|iskenderun|kars_armenia|nur_mountains_1|nur_mountains_2"
"c_cizhou","fuyang|shexian_cizhou|wuan"
"c_clermont","clermont|noyon|saint_quentin"
"c_clermont_sur_allier","allegre|brioude|clermont|riom|thiers|vic_le_comte|vodable"
"c_cleves","kleve|wesel"
"c_coburg","coburg|lichtenfels"
"c_coimbra","coimbra|leiria|obidos"
"c_colmar","colmar"
"c_cologne","cologne|bonn|neuss"
"c_colonea","bayburt|erzincan|erzurum|ilic|kelkit|kemah|kose_mountains_2|mescit_mountains|otlukbeli_mountains|sebinkarahisar|siran|tercan"
"c_comai","chikchar|gonpatsi|himalaya18|lake_puma_yumco|lho_taklung|lhodrak|tragor|trigu|yamdrok_lake|zangchen"
"c_comminges","aspet|muret|north_eastern_pyrenees1|saint_gaudens|saint_lizier"
"c_como","como|bellinzona"
"c_cona","chikchar|gonpatsi|himalaya18|lake_puma_yumco|lho_taklung|lhodrak|tragor|trigu|yamdrok_lake|zangchen"
"c_connacht","galway|athenry|clifden|kilconnell|lough_corrib|lough_derg|tuam"
"c_constanta","constanta"
"c_constantine","bazer_sakhra|constantine_ALG|ikjan|mila|ngaous|sebkhat_sokhna|tijis"
"c_coqen","ang_laren_lake|dawa_lake|gangdise2|gangdise7|gyesar_lake|lake_trati_nam|lunggar1|mendong|palung_lake|rinchen_lake|samten|selephu|takkyel_lake|taruo_lake|zabuye_lake"
"c_cordoba","cordoba|baena|carpio|espiel|fuenteovejuna|lucena|palma_del_rio|pedroche|santa_eufemia"
"c_cornouaille","carhaix|chateaulin|le_faou|quimper|quimperle"
"c_cornwall","bodmin|launceston|scilly_isles|truro"
"c_coruna","coruna|betanzos|ferrol|mondonedo|vivero"
"c_cosenza","cosenza|castrovillari"
"c_cottbus","cottbus|lubben"
"c_coulommiers","provins"
"c_cozhelhoma","bairab|bangda_lake|cemar|changtang|cozha|dagze|dagze_lake|dogai|doke_jangtso_lake|doke_lake|dorsotung|dorsotung_lake|gerze_tibet|hoh_xil_mountains2|kotra_lake|lumajangdong_lake|mitijangazanmo_lake|ngangba_lake|orba_lake|tanggula3|tong_lake|ustun_tag|yurba"
"c_craiova","craiova|corabia|dragasani"
"c_cremona","cremona|casalmaggiore|lodi|soncino"
"c_csanad","csanad|kikinda|mako|szeged"
"c_csongrad","felegyhaza|halas|szeged|zenta"
"c_cuellar","cuellar|segovia|eastern_central_system1|eastern_central_system2|eastern_central_system3|fuentiduena|pedraza|sepulveda"
"c_cuenca","cuenca|beteta|canete|huete|iberian_system|molina_de_aragon|pareja|torralba|zorita"
"c_cumberland","carlisle|cockermouth|derwent_water|egremont|penrith"
"c_cumbum","cumbum|ahobalam"
"c_cuneo","cuneo|saluzzo|carmagnola|chieri|cottian_alps2|cottian_alps3|mondovi|alba|ceva|ligurian_alps"
"c_cuonaco","drangtse|gangdise1|gartok|hanle|himalaya14|ormogang|pangong_lake|rala|rutok|spanggur_lake|tashigang|tsherlung"
"c_cykma","kovernino|krasnye_baki|semyonov|sharanga|tonshayevo|uren|varnavino|vetluga"
"c_czerska","czersk|garwolin|grojec|liw"
"c_dabou","assinie|cosrou|grand_bassam|toumodi"
"c_daboya","daboya|leo"
"c_dabusiya","bukhara|chiroqchi|dengizkul_lake|firabr|kish_shahrisabz|koson|muborak|paikend|tim_samarkand"
"c_dadhipadra","champaner"
"c_dafang","dafang"
"c_dagomba","yendi|salaga"
"c_dagon","dagon"
"c_dahlak","dahlak"
"c_daizhou","daizhou|guozhou|jianzhou_daizhou|taihangshan8|taizhou"
"c_dakajalan","mani"
"c_dakhina_desa","kotte"
"c_dakhla","dakhla|mut"
"c_dakkar","dakkar|arabi|awbare|dire_dawa|harar|jeldesa"
"c_dal","dalaborg"
"c_dalabergslagen","leksand"
"c_dalarna","avesta|falun|floda|grange|hedemora|idre|leksand|malung|mora|orsa|siljan|soderbarke|stora_tuna"
"c_dali","binchuan|erhai_lake|langqiong|menghua|qingshuilangshan|taihe_dali|wujing|yangbei|yunlong|yunnan|dian_lake|fumin|kunming|lufeng|songming|yiliang"
"c_daman","daman"
"c_damascus","damascus|nawa"
"c_damghan","damghan|bastam|elburz_mountains10|elburz_mountains9|lasjerd|qumis|semnan"
"c_damietta","damietta|tinnis"
"c_damin_i_koh","deogarh"
"c_damoh","damoh"
"c_damot","bilo|gambo|maldarede|jibat"
"c_damxung","bam_lake|drong_lake|dung_lake|gangdise3|gonkri|jargo_lake|kyebxang_lake|lake_nam|lake_ngon|lake_urru|namtso_doring|pangkog_lake|pung_lake|reu_lake|ronglung|siling_lake|tsedzong|tsonga_lake|zagya|zige_tangco_lake"
"c_danakil","bayul|buri|dallol|edd|horn_deserts"
"c_dang","dang"
"c_dangla","bayan_har_mountains2|dalungsai|dorger_lake|drichu|duolundu|hoh_sai_lake|hoh_xil|hoh_xil_lake|jilibulake|jurhen_ui|kunlun|kunlun4|lebxewudan_lake|qumarleb|sharu|tanggula2|ulan_ui_lake|xijir_ulan_lake|zhognai_lake"
"c_dangseong","gwangju|icheon|namgyeong|suwon"
"c_dannenberg","dannenberg|luchow|gifhorn"
"c_danzhou","yichuan"
"c_danzhou_1","yilun|changhua|ganen"
"c_danzig","gdansk|gniew|koscierzyna|mirochowo|puck|tczew"
"c_daozhou","jianghua|nanling3|ningyuan|yingdao|yongming|binchuan|erhai_lake|langqiong|menghua|qingshuilangshan|taihe_dali|wujing|yangbei|yunlong|yunnan"
"c_dar-al-rih","malha"
"c_dar_al-said","kundi"
"c_dar_rashid","aoukale|bahr_salamat|birao|iro_lake|salamat|sarh|tiwal"
"c_dar_sila","abesehir|am_dam|guereda|hadjer_haddid|ouara"
"c_dara","dara"
"c_darabjerd","darab|hajjiabad_zarrindasht|jannat_shahr|rostaq|tarom|zagros_mountains21"
"c_daramdin","dalingkot|gangtok|phari|tsunthang|yuksom"
"c_darcha","himalaya5|padum|phuktal|zangla"
"c_darghan","darganata|hazarasp|karakum_desert1|kattashor_lake|khiva|kyat_kala|nyzvar|urgench|vezir"
"c_darkhad_valley","balyktyg|buren_khem|busiyn|eastern_sayan_mountains2|kaa|lake_dood_tsagaan|tannu_ola_mountains2"
"c_darmashan","adraskan|azab|firuzkuh_afghanistan|khaysar|paropamisus_mountains2|shindand"
"c_dasapura","agar|bhanpura|dhar|indore|jabhua|mandsaur|rampura|ratlam|ujjain"
"c_dathina","ahwar|al_qara|jurrah|lawdar|shuqra|saqra|azzan|nisab"
"c_datong","baideng|datong_datong|huairen|taihangshan3|tiancheng|xuanning|yulin_datong|yunchuan"
"c_datong_2","yunzhou|huairen|wuzhou|cangwu|dongan|fengchuan|huaiji|rongcheng|xuande"
"c_daura","daura|zinder|guidimouni|kelle|mirriah"
"c_dausar","araban|busayrah|jabar|madinat_far|makisin|raqqa"
"c_dawaro","barara|central_east_ethiopian_mountains|sharka|ziqwala"
"c_dawraq","ahvaz|dowraq|hamidiyeh|hoveyzeh|mosharahat|muhammerah"
"c_dawu","dawu"
"c_debar","debar"
"c_debul","thatta"
"c_dege","derge|hengduanshan6|hengduanshan7|jomda|katok|kharak|sibda|tromge|wara_kham"
"c_degelen","arkat|kaynar_atbai|sarybulak|takhir|zhanaarka"
"c_delhi","delhi|gurgaon|jind|panipat|rohtak"
"c_dembiya","debarq|kosoge|waldeba"
"c_demchok","hanle"
"c_demetrias","demetrias"
"c_denbighshire","denbigh"
"c_dendi","gaia|tanda|tounouga|yelou"
"c_dengqen","biru|nyainqentanglha5|pembar|riwoche|samda|shopando|sok|tengchen|yangdzong"
"c_dengzhou","changshan_islands_wastelands|dasong|huangxian|jiangshan_laiyang|laiyang|penglai|qixia|zhaoyuan|muping|wendeng"
"c_dengzhou_1","xinye|nanyang|biyang|nanzhao|qingtai|tanghe|tongbai|zhenping|neixiang"
"c_denia","denia|alcoy"
"c_deqen","adeqiu|gongshan|lanzhou_lanzhou|luzhang|nushan|zhiziluo|zhuluo"
"c_derbent","derbent|kumukh"
"c_derby","derby|chesterfield"
"c_derlenka","altun_shan2|altun_shan3|balgatai|chogyal_khar|dongbabuxun_lake|dsun|gashun|gongtai_ji_naier_lake|hala_lake|kunlun6|kunlun7|nalinggele|north_hulsan_lake|qilianshan3|temirlik|tsaidam|tsaidam_dunes|yuka"
"c_derna","derna"
"c_desmond","carbery|dunhallow|kilbrittain|killarney|muskerry|tralee|cork|fermoy|kinsale|youghal"
"c_dessau","zerbst"
"c_deungju","deungju|uiju|hwaju"
"c_devagiri","jalna"
"c_devon","bampton|barnstaple|bideford|dartmoor|exeter|okehampton|plymouth"
"c_dezhou","ande|deping|lingzhou_dezhou|linyi_jinan|pingyuan_jinan|qihe|yucheng|dongguang"
"c_dhafra","abu_dhabi|al_ayn|al_dhaid|dubai|julfar|liwa|marawah|sharjah"
"c_dhamalpur","morvi"
"c_dhankar","tabo"
"c_dhara","agar|bhanpura|dhar|indore|jabhua|mandsaur|rampura|ratlam|ujjain"
"c_dhofar","dhufar|raysut"
"c_dhraina","akjoujt|arguin|awlil|nouakchott|nouamghar|rosso"
"c_diamare","kalfou"
"c_dibri","fresco|grand_lahou|guinean_jungle|san_pedro|sassandra"
"c_dihistan","dehistan|faraveh|ganlygala|gazanjyk|jargalan|maraveh|sarlawuk|small_balkhan"
"c_dijon","dijon|gray|chaumont"
"c_dimapur","dimapur|maibong"
"c_dinawar","andarab"
"c_dingzhou","anxi_dingzhou|quyang|xingtang|xinle|anxi"
"c_dipalpur","dipalpur"
"c_dirku","agadem|bilma|dirkou|djado|erg_of_bilma|fachi|sahel_corridor14|sahel_corridor20|seguedine"
"c_diskit","charasa|himalaya1|himalaya2|himalaya3|kargil|karpokhar|lamayuru|leh|shey"
"c_ditmarschen","heide|kiel|pinneberg|plon|rendsburg|segeberg|steinburg|stormarn"
"c_dizhou","yanci|bohai|shanghe"
"c_djado","djado"
"c_djanet","djanet"
"c_djarin","khawr_baraka"
"c_djerba","abalessa|abalessa_djanet_corridor|ain_abalessa_corridor|connector_libya1|connector_libya8|djanet|djanet_ghadames_corridor|ghadames|ghadames_ouargla_corridor|in_amenas|sinawin|tademait_plateau1|tozeur_ghadames_corridor|west_grand_erg_oriental1|west_grand_erg_oriental2"
"c_djugu","agbonle|bussa|kaiama|nikki"
"c_dnipro","kodak|kryvyi_rih|mykytyn_rih|myshuryn_rih|sofiivka|tomakivka"
"c_dobrzynska","dobrzyn|lipno|rypin"
"c_dodugu","segou"
"c_dokkum","appingedam"
"c_dole","dole"
"c_dolgujar","vagay"
"c_dondan_oilik","karakax|keriya|khotan|kunlun2|lop|qira|taklamakan5"
"c_dong_si_mahosot","khorat"
"c_dongchuan","dongchuan|qiaojia|tangdan|zhehai|yilong"
"c_dongguan","dongguan|baoan_dongguan|guanfu|baoan"
"c_dongju","dongju|pyeonggang|icheon"
"c_dongola","dongola"
"c_donjikraji","jajce"
"c_dorohoi","dorohoi|harlau"
"c_dorohychyn","kobryn|dabuchyn|hajnowka|kamyenyets"
"c_dorostorum","ktenia|ovech|razgrad|shumen|targoviste_BUL|varna|veliki_preslav|tutrakan"
"c_dorpat","tartu|valka|vastseliina|vonnu"
"c_dorset","dorchester|poole|shaftesbury|weymouth"
"c_dortmund","dortmund|essen|recklinghausen"
"c_doti","acham|ajayameru|bajhang|dipayal|kailali|kanchapur"
"c_doudleby","krumlov|bechyne"
"c_draa","el_djouf2|el_djouf4|laayoune|sahel_corridor31|sahel_corridor32|sahel_corridor33|smara|tantan|tindouf"
"c_dresden","dresden|freiberg"
"c_duanzhou","gaoyao|sihui"
"c_dublin","dublin|fingal|glendalough|wicklow|wicklow_mountains|kildare|athy|daingean|dunamase|naas|trim|drogheda"
"c_dubrovytsia","dubrovytsia|stepan|liubeshiv"
"c_duklja","bar_cg|gradina|kotor|lake_skadar|onogost|podgorica"
"c_dunbar","dunbar|berwick"
"c_dunhuang","miran"
"c_duqm","al_aflaj|al_haddar|laila|qasr_himam|rub_al_khali1"
"c_durham","durham|darlington|pennines_03|stockton"
"c_durne","mosbach"
"c_durovka","bondari|kirsanov|mordovo|morsha|rasskazovo|sasovo|staroyuryevo|tambov|uvarovo|zherdevka"
"c_duvan","atach|ishkul|kumak|namjan|or_aktobe|suyunduk|tanalyk|yaik"
"c_dvaraka","lalpur|bhanvad"
"c_dvin","gladzor|goris|julfa|kapan_armenia|lesser_caucasus_mountains10|lesser_caucasus_mountains8|nakhchivan|tatev"
"c_dyamare","dosso|dongondoutchi|kaouara|koure|loga|gaya"
"c_dyrrachion","ballsh|berat|debar|devol|durres|elbasan|kavaje|kruje|tirana"
"c_dyulaso","bankuy|boromo|faramana|hounde|kirikongo"
"c_east-tokharestan","khulm|andarab|baghlan|mila"
"c_east_darfur","ed_daein|malha|masa_sud|nyala|shakka|taweisha|wara"
"c_east_kiilt","akkala|alakurti|koliskoj|lapland_taiga2|lapland_taiga3|mootka|nuorttijarvi|pechenga|prirechnyi|suonikyla"
"c_east_riding","bridlington|hull|norton|selby"
"c_eastern_tannu","den_terek|khemchik|tannu_ola_mountains1|ulug|usun|western_sayan_mountains"
"c_ebi-nor","alatau|borohoro1|bortala|ebi_lake|jing|kuytun|sayram_lake|urghtbulaq|usu_xinjiang"
"c_echigo","higashikanbara|higashikubiki|iide_mountains|iwafune|kariwa|kitauonuma|koshi|minamiuonuma|nishikanbara|nishikubiki|nutari|kamo|sawata"
"c_echizen","imadate|nakaoono|nyuu|sakai_echizen|tsuruga"
"c_edd","edd"
"c_edessa","edessa"
"c_edo","amaigbo|awka|azia|igbo_ukwu|nnewi|onitsha|ozoro"
"c_eghiz_kara","terekti"
"c_eichstadt","beilngries|eichstatt|neumarkt|parsberg|weissenburg"
"c_el_fasher","ed_daein|malha|masa_sud|nyala|shakka|taweisha|wara"
"c_el_waak","garreh|north_dahalo|north_sakuye|south_sakuye"
"c_elabuga","izhevsk|mozhga"
"c_eleila","el_eleila"
"c_elvas","elvas|nisa|crato"
"c_em_akhulun","avraga|kherlen|rahsaan_khad|uguumur|undurkhaan"
"c_em_dadaels","bayan|choyrin_datsan|gazrin_chuluu|takhilyn|ulziit"
"c_em_dutulun","bayan|choyrin_datsan|gazrin_chuluu|takhilyn|ulziit"
"c_em_gobidada","gimpil_darjaalan|ongiin_khiid|shaazan_khot|shaazan_tolgoi|suriig"
"c_em_hepung","avraga|kherlen|rahsaan_khad|uguumur|undurkhaan"
"c_em_karakopi","bishreit|dalay|doloodyn_gobi|ikh_narttin_chuluu|saikhandulaan|ulaanbadrakh"
"c_em_khartereg","matad|sharga_uul|sumtiin|tavan_tolgoi|zara_uul"
"c_em_kherulendada","avraga|kherlen|rahsaan_khad|uguumur|undurkhaan|bayan|choyrin_datsan|gazrin_chuluu|takhilyn|ulziit|bishreit|dalay|doloodyn_gobi|ikh_narttin_chuluu|saikhandulaan|ulaanbadrakh"
"c_em_zhen","kedun|khan_khentii1|khar_bukhyn|kharuukh|manzushir|tuul|urga"
"c_eman_amgun","amgun"
"c_eman_beihean","achan|boli|lake_bolon|lake_khummi|nemptu|simmi|uninka|xungake"
"c_eman_birija","birma|gromatukha|tehcha|tom|tygde|yor"
"c_eman_boli","boli"
"c_eman_choripi","bidzhan|bira|kukan|kur|sutara|urmi"
"c_eman_heishuiyang","achan|boli|lake_bolon|lake_khummi|nemptu|simmi|uninka|xungake"
"c_eman_kerin","pilda"
"c_eman_khadul","akishma|olongki|tujun|tyrma|upper_nioman|urgal"
"c_eman_mohean","futi|lahasusu|nuoluo|shuangyashan|tulguur"
"c_eman_molihewen","achan|boli|lake_bolon|lake_khummi|nemptu|simmi|uninka|xungake"
"c_eman_murkonno","bira|pichan"
"c_eman_nimen","dalaiketun|nemeri|northern_daqing_lakes|sart|southern_daqing_lakes|talaha|yilaha|zhalong"
"c_eman_nurgan","nurgan"
"c_eman_tudali","bureya"
"c_eman_tugur","tugur|usalgin"
"c_eman_turma","aigun|arkhara|chenqing|jiajin|nioman|xunhe|zhanhe"
"c_eman_urehokto","aigun|arkhara|chenqing|jiajin|nioman|xunhe|zhanhe"
"c_eman_urmi","urmi"
"c_eman_vanda","bayan_susu|hailun|hulan|hvlan|lake_qingken|ougen|dalaiketun|nemeri|northern_daqing_lakes|sart|southern_daqing_lakes|talaha|yilaha|zhalong"
"c_eman_wuguihai","alchan|bikinka|imanka|katen|vaka|xunka"
"c_eman_yam_alin","yam_alin"
"c_eman_yerenhe","alchan|bikinka|imanka|katen|vaka|xunka"
"c_emil","alakol_lake|balruq|dahra_sasykkol|emin|ilanbalyk|koktuma|koshkarkol_lake|sasykkol_lake|targabatay|targabatay_mountains|toli"
"c_ennis","ennis"
"c_enzhou","enzhou|enping|yangjiang|duling"
"c_epeiros","ioannina|konitsa"
"c_eranad","kanyakumari|kollam|kottarakkara|pandalam|s_cardamom_hills|thiruvananthapuram"
"c_erbach","erbach"
"c_eschenlohe","tolz"
"c_essex","barking|chelmsford|colchester|hedingham|prittlewell|walden"
"c_esztergom","esztergom"
"c_etchu","imizu"
"c_eu","fecamp|aumale"
"c_euboea","eretreia|karystos|kleisoura|kymi|negroponte|oreos"
"c_euchaita","corum|gumus|huseyinabad|iskilip|sungurlu"
"c_evreux","evreux"
"c_ewaso_ngiro","central_dahalo|maasai|samburu|sanye"
"c_ewe","anecho|glexwe|hulagan|keta|kpalime|notse|tado"
"c_eystridalir","avesta|falun|floda|grange|hedemora|idre|leksand|malung|mora|orsa|siljan|soderbarke|stora_tuna"
"c_ezhou","jiangxia|puqi|wuchang|chongyang|jiayu|jinkou|liangzi_lake|tongcheng_wuchang|xianning|yongxing"
"c_faereyar","torshavn"
"c_fafan","hargeisa"
"c_falaj","al_haddar"
"c_falkenstein","balingen|erbach_swabia|heidenheim|helfenstein|hohenberg|riedlingen|sigmaringen|ulm"
"c_famagusta","famagusta|soli"
"c_fangzhou","baihekou|banqiao|baokang|bomoping|fangling|fengxi|zhushan|zhuxi|zhongbu|chengcheng"
"c_fangzhou_1","fangling|zhushan|yongqing"
"c_fanhe","ganzhou|hongshui|liyuan|qidaban|qilian|qilianshan1|shandan"
"c_fante","accra|akropong|anomansah|cabo_corso|mankessim|winneba"
"c_farafra","ashmunayn|connector_egypt9|manfalut|minya|north_western_desert|tahna"
"c_farah","farah|anardara|doroh|lash_joveyn|sarbisheh|shahr_sabz"
"c_farama","warrada"
"c_faras","faras"
"c_farava","anew|dargaz|durun|karakum_desert2|konjikala"
"c_faro","faro|mertola"
"c_fayyum","beni_suef|el_bahnasa|faiyum|lake_qarun|sharuna"
"c_fazaz","anfa|azemmour|bejaad|mrirah|rabat|settat|tegeget|thagia"
"c_fazughli","fazughli|al_rusayrisi"
"c_feher","aiud|alba_iulia|cetatea_balta|deva|felvint|hateg|hunedoara|southern_carpathians4"
"c_fellata","bousso|guelengdeng|massenya|tele_nugar"
"c_fengxiang","fengxiang|baoji|fufeng|linyou|longan|longzhou_fengxiang|meixian|qianyang|qishan"
"c_fengzhou","fengzhou|guochuan|liangquan|liuba|qinlingshan4|hechi"
"c_fenzhou","jiexiu|pingyao|xiaoyi|xihe|lingshi"
"c_ferghana","akhsikath|asht|karasuu|kasan|kerben|pop_fargana"
"c_fermo","fermo|macerata"
"c_ferrara","ferrara|argenta|comacchio|ficarolo|lagoon_of_comacchio|rovigo"
"c_fes","azrou|baht|fez|la_mamora|meknes|sale|tefelfelt|volubilis"
"c_fetegar","barara|central_east_ethiopian_mountains|sharka|ziqwala"
"c_fife","cupar|dunfermline|st_andrews"
"c_figuig","figuig"
"c_fika","damaturu|daniski|kalam_hill|potiskum|gombe"
"c_finland","abo|nystad|poytis|sauvo|rauma"
"c_finnveden","albo|konga|ljungby|trollaborg|uppvidinge|vallsjo|vaxjo|vetlanda|waestbo"
"c_firabr","firabr|paykend"
"c_firaun","connector_egypt14|connector_egypt15|el_jundi|el_tor|faran|nuweiba|saint_katrine|sinai_desert"
"c_firdafylki","aurland|eid|jotunheim|laerdal|norway_wasteland_c|sogndal|stryn|sunnfjord|vik"
"c_firenze","florence|volterra"
"c_fitri","am_djemena|djedaa|lake_fitri|mongo|oum_hadjer|yao"
"c_fogaras","brasov|cincu|fagaras|medias|sebes|sibiu|sighisoara|southern_carpathians2"
"c_foggia","foggia|lucera|larino"
"c_foix","foix|mirepoix|pamiers|tarascon"
"c_forcalquier","forcalquier|apt|gap|briancon"
"c_forez","feurs|montbrison|roanne"
"c_fraga","fraga|monzon"
"c_frankfurt","frankfurt|maastricht|roermond|venlo|weert|hanau"
"c_freistadt","freistadt|zwettl"
"c_french_leon","brest|st_pol_de_leon"
"c_frisia","leeuwarden|harlingen"
"c_friuli","aquileia|cividale|gemona|pordenone|spilimbergo|tolmezzo|udine"
"c_frontenhausen","burghausen"
"c_fudalhi","dolo|harro_walabu|liban|mormor|tulu_nama_dun|tulu_walal"
"c_fuerteventura","maxorata"
"c_fulda","fulda|hersfeld|lauterbach"
"c_funing","funing|changshi|fuan|ningde|ningzhou"
"c_fuqi","buha|caka|caka_lake|chabcha|dulan|dungkar_amdo|guolimu|kunlun5|qardam|qilianshan4|qinghai_lake|sanjiaocheng"
"c_furstenberg","furstenberg"
"c_futa_jalon","bandafassi|gueme_sangan|konkoure|labe|timbo|tuba"
"c_fuzhou","fuzhou|changle_fujian|gutian|houguan|lianjiang|luoyuan|minqing|minxian|yongfu_fuzhou"
"c_fuzhou_1","fuzhou|lianjiang|fuqing|gutian"
"c_fuzhou_2","fuzhou|linchuan|jinxi|yihuang|chongren|lean"
"c_fuzhou_3","fuzhou|jingling|hong_lake|xindi|yusha|jianli"
"c_fuzhou_4","fuzhou|wulong"
"c_fuzhou_5","fuzhou|luojiao|luochuan"
"c_fyn","odense|svendborg"
"c_gabal","gendebelo"
"c_gabes","gabes"
"c_gacka","senj|rijeka"
"c_gaeseong","tosan|papyeong"
"c_gafat","bahir_dar|dangila|debra_warq|dima|enjebara|ethiopian_mountains"
"c_galam","kaedi|kanel|matam|moudery|nguidjilone|thilogne|waounde|bakel"
"c_galati","galati|tecuci|focsani"
"c_galatia","baliseyh|bozok|candir|dinek_keskin|sorgun"
"c_galatia_salutaris","altinekin|celtik|cumra|konya|ladik|suluklu|turgut"
"c_galloway","ayr|dumfries|irvine|kenmure|kirkcudbright|stranraer"
"c_gallura","orosei|posada|tempiopausania|terranova_pausania"
"c_gamo","gamo|omo"
"c_ganale","aware|buhoodle|degehabur|el_dhere|geledi|gode|hargaya|kelafo|limey|oodweyne"
"c_gangaran","bafoulabe|diakha|kita|narena|niagassola|tabou_m"
"c_ganzhou","ganzhou|ganxian|xinfeng|xingguo|yudu|shandan"
"c_gao","gao|ansongo|kukiya|sahel_corridor12|sahel_corridor23|tadmekka|tondibi|bourem"
"c_gaozhou","baoning|dianbai|maoming|xinyi_gaozhou|cangxi|langzhong|nanbu"
"c_gar","drangtse|gangdise1|gartok|hanle|himalaya14|ormogang|pangong_lake|rala|rutok|spanggur_lake|tashigang|tsherlung"
"c_garabogazkol","big_balkhan|orta_kuyu|talaikhan_ata|uzboy"
"c_garco","bairab|bangda_lake|cemar|changtang|cozha|dagze|dagze_lake|dogai|doke_jangtso_lake|doke_lake|dorsotung|dorsotung_lake|gerze_tibet|hoh_xil_mountains2|kotra_lake|lumajangdong_lake|mitijangazanmo_lake|ngangba_lake|orba_lake|tanggula3|tong_lake|ustun_tag|yurba"
"c_garkung","yurba"
"c_garoua","keraoua|maroua|mora_cam|pouss"
"c_garumele","boutti|garoumale|goudooumaria|goure|mir_loc"
"c_garwhal","srinagar|uttarkashi"
"c_garze","ganze|manigango|trotsang"
"c_gastrikland","gefle|hamrange|hedesunda|ockelbo"
"c_gatsuurgazar","altay_forest_wasteland_3|biryusa|dzerzhinskoye|ilansky|kansk|krasnoyarsk|yemelyanovo"
"c_gauda","baragram|bardhaman|chandrabad|dubrajpur|ilambazar|jessore|jhenaidah|maheshpur|nadia|pandua|pipli|satgaon|sreepur"
"c_gauldala","alvdal|holtalen|meraker|nidaros|oppdal|orkdal|roros|skaun|stjordal|storen"
"c_gaya","gaya"
"c_geba","bafata|bissau|cacheu|farim|iwol|kaabu|salemata"
"c_gegyai","drangtse|gangdise1|gartok|hanle|himalaya14|ormogang|pangong_lake|rala|rutok|spanggur_lake|tashigang|tsherlung"
"c_geisenhausen","erding"
"c_gemer","gemer"
"c_geneva","annecy|faucigny"
"c_genoa","genoa|savona"
"c_germa","sabha"
"c_gerqen","buha|caka|caka_lake|chabcha|dulan|dungkar_amdo|guolimu|kunlun5|qardam|qilianshan4|qinghai_lake|sanjiaocheng"
"c_gerze","gerze"
"c_gevaudan","chateauneuf_de_randon|florac|massif_central|mende|peyre|cape_mount|galinhas|mano|segbwema|sherbro_island|saint_flour"
"c_gezira","arbaji"
"c_ghadames","ghadames"
"c_gharb","sala"
"c_ghardaia","ghardaia"
"c_ghardaman","artyk_ata|kyr_uzkand|kyzylkum_desert|mardankuyik|otrar|sutkent|vpadina_ayakalytma_lake|zemukh|zhaushikumtobe"
"c_ghat","ghat"
"c_ghazna","gardez|ghazni|muqur|nawah|wazakhwa|zarghun_shahr"
"c_ghazza","acre|beersheba|dead_sea|gaza|hebron|jaffa|jerusalem|majdal|nablus|safed|sea_galilee"
"c_ghazzal","boutti|garoumale|goudooumaria|goure|mir_loc"
"c_ghulja","almaliq|borohoro2|gulja|narat|nilka|tian_shan6|tokkuztara|wusun"
"c_ghur","firuzkuh"
"c_gidaya","aware|buhoodle|degehabur|el_dhere|geledi|gode|hargaya|kelafo|limey|oodweyne"
"c_gilan","fuman|lahijan|langarud|rasht|rudbar|shahrestan_sofla|shamiram|sirdan"
"c_gilgit","gilgit"
"c_girona","girona|besalu|castellon_ampurias|ripoll|sant_feliu"
"c_giurgiu","giurgiu|rusii_de_vede|comana|glavacioc"
"c_giza","giza"
"c_glamorgan","caerphilly|cardiff|monmouth|neath|newport|swansea"
"c_glazov","glaz|igra|dondykar|votkings|yakshur_bodya"
"c_gleichenstein","muhlhausen"
"c_gloucestershire","bristol|cheltenham|cirencester|gloucester"
"c_gnezdovo","velizh|dukhovshchina"
"c_gnieznienska","gniezno|mogilno|trzemeszno|pyzdry|kozmin|sroda_wielkopolska|konin|kolo|lad_konin"
"c_goalpara","goalpara"
"c_gobi_abakhai","avga|baganuur|erenkhot|khobootsar|shuluun_khoboot_tsagaan|sonod"
"c_gobi_abga","bathahalak|chahar|jingzhou_dorbod|muumyangan|ulan_hua|ulanchab"
"c_gobi_dorngovi","del_khad|galbyn_gobi|khatanbulag|oiyin_korken|ooshiyn_gobi|zhavklant_khairkhan"
"c_gobi_gurvan_saikhan","bugat|chikhan_agui|gobi_altay|otegu_qulan|tevsh_uul|tsagaan_agui|tsogt"
"c_gobi_maominggan","del_khad|galbyn_gobi|khatanbulag|oiyin_korken|ooshiyn_gobi|zhavklant_khairkhan"
"c_gobi_ongi_gol","gimpil_darjaalan|ongiin_khiid|shaazan_khot|shaazan_tolgoi|suriig"
"c_gobi_sonkhot","bathahalak|chahar|jingzhou_dorbod|muumyangan|ulan_hua|ulanchab"
"c_gobi_ulaan_govi","del_khad|galbyn_gobi|khatanbulag|oiyin_korken|ooshiyn_gobi|zhavklant_khairkhan"
"c_gobi_ulaan_nuur","bogd|khadat|ukhaa_khudag|ulaan"
"c_gobi_ulaantatar","bishreit|dalay|doloodyn_gobi|ikh_narttin_chuluu|saikhandulaan|ulaanbadrakh"
